Key,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
trapSpikesGroupDesc,blocks,Trap,New,Spike traps are your first and earliest line of defense. They slow down and damage enemies. Place them using the secondary action.,,,,,
trapSpikesIronDmg0,blocks,Trap,New,Iron Spikes Trap,,,,,
trapSpikesIronDmg1,blocks,Trap,New,Iron Spikes Trap 1,,,,,
trapSpikesIronDmg2,blocks,Trap,New,Iron Spikes Trap 2,,,,,
trapSpikesNew,blocks,Trap,KgNone,Wood Spikes,Piques en bois,Holzstacheln,,Pinchos de madera,
trapSpikesNewDesc,blocks,Trap,KgNone,"Wood spike traps can damage, cripple, even kill most enemies. Place them using the secondary action.","Les piÃ¨ges avec des piques en bois peuvent infliger des dÃ©gÃ¢ts Ã  la plupart des ennemis, voire les handicaper ou les tuer. Placez-les Ã  l'aide de l'action secondaire.","Fallen mit Holzstacheln kÃ¶nnen den meisten Gegnern schaden, sie lÃ¤hmen und sogar tÃ¶ten. Platziere sie mit der sekundÃ¤ren Aktion.",,"Las trampas de pinchos de madera pueden daÃ±ar, lisiar e incluso matar a la mayorÃ­a de los enemigos. Usa la acciÃ³n secundaria para colocarlas.",
trapSpikesWoodDmg0,blocks,Trap,New,Wood Spikes Trap,,,,,
trapSpikesWoodDmg1,blocks,Trap,New,Wood Spikes Trap 1,,,,,
trapSpikesWoodDmg2,blocks,Trap,New,Wood Spikes Trap 2,,,,,
woodLogSpike1,blocks,Trap,KgNone,Wood Log Spike,Pique en rondin de bois,Spitzer Stamm,,Pinchos de troncos de madera,
woodLogSpike1Desc,blocks,Trap,EnChanged KgNone,"Log spike traps can damage, cripple, even kill enemies and last longer than spike traps. Place them using the secondary action. (Upgradable)","Les piÃ¨ges avec des piques en rondin de bois peuvent infliger des dÃ©gÃ¢ts aux ennemis, voire les handicaper ou les tuer. Ils durent plus longtemps que les piÃ¨ges avec des piques. Placez-les Ã  l'aide de l'action secondaire. (AmÃ©liorable)","Fallen mit spitzen StÃ¤mmen kÃ¶nnen Gegnern schaden, sie lÃ¤hmen und sogar tÃ¶ten. Sie halten lÃ¤nger als Stachelfallen. Platziere sie mit der sekundÃ¤ren Aktion. (Aufwertbar)",,"Las trampas de pinchos de troncos de madera pueden daÃ±ar, lisiar e incluso matar a enemigos, y duran mÃ¡s que las trampas de pinchos. Usa la acciÃ³n secundaria para colocarlas. (Se pueden mejorar).",
campfire,blocks,Workstation,KgNone,Campfire,Feu de camp,Lagerfeuer,,Fogata,
campfireDesc,blocks,Workstation,KgNone,"Useful to cook food and warm up. Unlock more recipes by adding a cooking pot, cooking grill or beaker.","Utile pour cuisiner de la nourriture et se rÃ©chauffer. DÃ©verrouillez d'autres compositions en ajoutant une marmite, un grill ou un bÃ©cher.","NÃ¼tzlich zum Kochen von Nahrung und zum AufwÃ¤rmen. Schalte mehr Rezepte frei, indem du einen Kochtopf, Kochgrill oder Messbecher hinzufÃ¼gst.",,"Ãštil para cocinar comida y calentarse. AÃ±ade una olla, una parrilla o un matraz para desbloquear mÃ¡s recetas.",
cementMixer,blocks,Workstation,KgNone,Cement Mixer,BÃ©tonniÃ¨re,Zementmischer,,Mezclador de cemento,
cementMixerDesc,blocks,Workstation,EnChanged,A cement mixer will help you craft materials like concrete mix or asphalt and even fertilizer.,Une bÃ©tonniÃ¨re nÃ©cessite une base solide et vous aidera Ã  fabriquer des matÃ©riaux comme le bÃ©ton ou l'asphalte.,"Ein Zementmischer dient zur Fertigung von Betonmischung, Asphalt, DÃ¼nger und anderen Rohstoffen.",,Una mezcladora de cemento necesita una base sÃ³lida. Te ayudarÃ¡ a fabricar materiales como hormigÃ³n o asfalto.,
chemistryStation,blocks,Workstation,New,Chemistry Station,,Chemietisch,,,
chemistryStationDesc,blocks,Workstation,New,With the proper equipment you can work far more efficiently than on a campfire.,,Mit der richtigen AusrÃ¼stung kannst du effektiver arbeiten als mit einem Messbecher am Lagerfeuer.,,,
forge,blocks,Workstation,KgNone,Forge,Forge,Schmiede,,Fragua,
forgeDesc,blocks,Workstation,EnChanged,"Used to smelt metals into tools and weapons. Unlock more recipes by adding an anvil, crucible or tool and die set.","Sert Ã  faire fondre des mÃ©taux pour en faire des outils ou des armes. DÃ©verrouillez d'autres compositions en ajoutant une enclume, un pied Ã  coulisse ou un lot de matrices et d'outils.","Dient zum Einschmelzen von Metallen fÃ¼r Werkzeuge und Waffen. Schalte mehr Rezepte frei, indem du einen Amboss, einen Messschieber oder eine Werkzeugkiste hinzufÃ¼gst.",,"Se usa para fundir metales y convertirlos en herramientas y armas. AÃ±ade un yunque, calibradores o herramientas y un juego de ajuste para desbloquear mÃ¡s recetas.",
tableSaw,blocks,Workstation,New,Table Saw,,,,,
tableSawDesc,blocks,Workstation,New,"Create furniture, advanced shapes and decorations for your base.",,,,,
workbench,blocks,Workstation,KgNone,Workbench,Ã‰tabli,Werkbank,,Mesa de trabajo,
workbenchDesc,blocks,Workstation,EnChanged,A workbench lets you craft items just like you do in your backpack and improve items for up to 100 quality points above your crafting skill.,Un Ã©tabli vous permet de fabriquer des objets comme vous le faites dans votre sac Ã  dos.,Mit einer Werkbank kannst du genauso wie in deinem Rucksack GegenstÃ¤nde fertigen.,,"Una mesa de trabajo te permite fabricar objetos, igual que en la mochila.",
alcoholPoisoning,buffs,Buff,KgNone,Inebriated,Ã‰briÃ©tÃ©,Berauscht,,Embriaguez,
alcoholPoisoningDesc,buffs,Buff,EnChanged KgNone,You have alcohol poisoning. There may be a duration but you're too sick to figure it out.,"Vous Ãªtes en Ã©tat d'Ã©briÃ©tÃ©. Les effets ont une durÃ©e limitÃ©e, mais vous ne la connaissez pas.","Du hast eine Alkoholvergiftung. Dies hÃ¤lt vielleicht eine gewisse Zeit an, aber du kannst nicht rauskriegen, wie lange.",,"Tienes una congestiÃ³n alcohÃ³lica. Puede que solo sea durante un rato, pero no sabes cuÃ¡nto durarÃ¡.",
alcoholPoisoningTooltip,buffs,Buff,KgNone,You have alcohol poisoning.,Vous Ãªtes en Ã©tat d'Ã©briÃ©tÃ©.,Du hast eine Alkoholvergiftung.,,EstÃ¡s borracho.,
BDKWarning,buffs,Buff,New,Blood Loss,,,,,
BDKWarningDesc,buffs,Buff,New,You are feeling weak from the blood loss.,,,,,
blockBurnEffectDesc,buffs,Buff,New,This is hot! Do not just stand here!,,,,,
blockBurnEffectName,buffs,Buff,New,Hot!,,,,,
blockBurnEffectTooltip,buffs,Buff,New,Hot! Hot! Hot! Do not just stand here!,,,,,
buffArmBrokenDesc,buffs,Buff,New,Your arm is broken. A splint could speed up healing.,,,,,
buffArmBrokenName,buffs,Buff,New,Broken Arm,,,,,
buffArmBrokenTooltip,buffs,Buff,New,Your arm is broken. A splint could speed up healing.,,,,,
buffArmCastDesc,buffs,Buff,New,Your arm is in a cast and will now heal faster.,,,,,
buffArmCastName,buffs,Buff,New,Plaster Cast (Arm),,,,,
buffArmCastTooltip,buffs,Buff,New,Your arm is in a cast and will now heal faster.,,,,,
buffArmSplintedDesc,buffs,Buff,New,Your arm is splinted. Give it time to heal.,,,,,
buffArmSplintedName,buffs,Buff,New,Splinted Arm,,,,,
buffArmSplintedTooltip,buffs,Buff,New,Your arm is splinted. Give it time to heal.,,,,,
buffArmSprainedDesc,buffs,Buff,New,Your arm is sprained.,,,,,
buffArmSprainedName,buffs,Buff,New,Sprained Arm,,,,,
buffArmSprainedTooltip,buffs,Buff,New,Your arm is sprained.,,,,,
buffArrowCriticalBleedoutDesc,buffs,Buff,KgNone,You are bleeding profusely. Use a bandage to stop the bleeding.,Vous saignez abondamment. Utilisez un bandage pour arrÃªter l'hÃ©morragie.,"Du blutest stark. Benutze einen Verband, um die Blutung zu stoppen.",,EstÃ¡s sangrando bastante. Usa un vendaje para detener la hemorragia.,
buffArrowCriticalBleedoutName,buffs,Buff,KgNone,Bleeding,Saignement,Bluten,,Sangrando,
buffArrowCriticalBleedoutTooltip,buffs,Buff,KgNone,You are bleeding profusely. Use a bandage to stop the bleeding.,Vous saignez abondamment. Utilisez un bandage pour arrÃªter l'hÃ©morragie.,"Du blutest stark. Benutze einen Verband, um die Blutung zu stoppen.",,EstÃ¡s sangrando bastante. Usa un vendaje para detener la hemorragia.,
buffBluePillDesc,buffs,Buff,New,You chose the blue pill. Inconveniences like hunger won't bother you any more. Use the Red Pill to debuff.,,,,,
buffBluePillName,buffs,Buff,New,Blue Pill,,,,,
buffBluePillTooltip,buffs,Buff,New,Use the Red Pill to debuff.,,,,,
buffIsOnFireDesc,buffs,Buff,EnChanged,You are on fire.\n\nStanding in water or being out in the rain has a chance to douse fire.\n\nYou can also use any jar or can of drink to extinguish the fire.,Vous Ãªtes en feu. Jetez-vous dans l'eau pour Ã©teindre les flammes.,"Du stehst in Flammen. Geh schnell ins Wasser, um sie zu lÃ¶schen.",,EstÃ¡s ardiendo. MÃ©tete en el agua para apagarlo.,
buffIsOnFireName,buffs,Buff,KgNone,Burning,En feu,Brennen,,En llamas,
buffIsOnFireTooltip,buffs,Buff,EnChanged,You are on fire. Get into water or use a drink item to douse it.,Vous Ãªtes en feu. Jetez-vous dans l'eau pour Ã©teindre les flammes.,"Du stehst in Flammen. Geh schnell ins Wasser, um sie zu lÃ¶schen.",,EstÃ¡s ardiendo. MÃ©tete en el agua para apagarlo.,
buffDrowning1Desc,buffs,Buff,KgNone,You cannot breathe here.,Vous n'arrivez pas Ã  respirer.,Du kannst hier nicht atmen.,,No puedes respirar aquÃ­.,
buffDrowning1Name,buffs,Buff,KgNone,Cannot Breathe,Asphyxie,Atemnot,,No puedes respirar,
buffDrowning1Tooltip,buffs,Buff,KgNone,You cannot breathe here.,Vous n'arrivez pas Ã  respirer.,Du kannst hier nicht atmen.,,No puedes respirar aquÃ­.,
buffDrowning2Desc,buffs,Buff,KgNone,You are running out of air.,Vous ne pouvez plus respirer.,Dir geht die Luft aus.,,Te estÃ¡s quedando sin aire.,
buffDrowning2Name,buffs,Buff,KgNone,Cannot Breathe,Asphyxie,Atemnot,,No puedes respirar,
buffDrowning2Tooltip,buffs,Buff,KgNone,You are running out of air!,Vous ne pouvez plus respirerÂ !,Dir geht die Luft aus!,,Â¡Casi no te queda aire!,
buffDrowning3Desc,buffs,Buff,KgNone,You are drowning.,Vous vous noyez.,Du ertrinkst.,,Te estÃ¡s ahogando.,
buffDrowning3Name,buffs,Buff,KgNone,Drowning,Noyade,Ertrinken,,AhogÃ¡ndote,
buffDrowning3Tooltip,buffs,Buff,KgNone,You are drowning.,Vous vous noyez.,Du ertrinkst.,,Te estÃ¡s ahogando.,
buffDrugAntibioticsDesc,buffs,Buff,New,"Antibiotics can cure infections, dysentery, food poisoning and pneumonia.",,,,,
buffDrugAntibioticsName,buffs,Buff,New,Antibiotics,,,,,
buffDrugAntibioticsTooltip,buffs,Buff,New,You have taken antibiotics,,,,,
buffDrugFortBitesDesc,buffs,Buff,New,You are jacked up on fort bites. Fortitude is enchanced two points and you only take half damage.,,,,,
buffDrugFortBitesTooltip,buffs,Buff,New,You feel invincible.,,,,,
buffDrugHerbalAntibioticsDesc,buffs,Buff,New,"Herbal Antibiotics can cure infections, dysentery, food poisoning and pneumonia. They are less effective than regular Antibiotics but have fewer side effects.",,,,,
buffDrugHerbalAntibioticsName,buffs,Buff,New,Herbal Antibiotics,,,,,
buffDrugHerbalAntibioticsTooltip,buffs,Buff,New,You have taken herbal antibiotics,,,,,
buffDrugPainkillersDesc,buffs,Buff,EnChanged,You took painkillers. Stuns will affect you less now.,,,,,
buffDrugPainkillersName,buffs,Buff,New,Pain Killers,,,,,
buffDrugPainkillersTooltip,buffs,Buff,New,You took painkillers.,Vous avez pris des antidouleurs.,Du hast Schmerzmittel genommen.,,Tomaste analgÃ©sicos.,
buffCoffeeName,buffs,Buff,New,Coffee,,,,,
buffCoffeeDesc,buffs,Buff,New,Coffee keeps your stamina up and helps you stay warm for a limited time.,,,,,
buffCoffeeTooltip,buffs,Buff,New,,,,,,
buffDrugRecogDesc,buffs,Buff,New,You are high on Recog. Perception is enhanced two points and ranged damage is x4.,,,,,
buffDrugRecogTooltip,buffs,Buff,New,"Cocked, locked, and ready to rock!",,,,,
buffDrugSteroidsDesc,buffs,Buff,KgNone,Reduces swelling and suppresses the symptoms of infection.,RÃ©duit le gonflement et contient les symptÃ´mes de l'infection.,Verringert Schwellungen und unterdrÃ¼ckt die Symptome von Infektionen.,,Reducen la hinchazÃ³n y eliminan los sÃ­ntomas de la infecciÃ³n.,
buffDrugSteroidsName,buffs,Buff,KgNone,Steroids,StÃ©roÃ¯des,Steroide,,Esteroides,
buffDrugSteroidsTooltip,buffs,Buff,New,Suddenly your backpack feels really light.,RÃ©duit le gonflement et contient les symptÃ´mes de l'infection.,Verringert Schwellungen und unterdrÃ¼ckt die Symptome von Infektionen.,,Reducen la hinchazÃ³n y eliminan los sÃ­ntomas de la infecciÃ³n.,
buffDrugSteroidsSideEffectName,buffs,Buff,New,Steroids Side Effects,,,,,
buffDrugSteroidsSideEffectDesc,buffs,Buff,New,Side effects may include... wanting more of this drug.,,,,,
buffDrugRecogName,buffs,Buff,New,Recog,,,,,
buffDrugRecogSideEffectName,buffs,Buff,New,Recog Side Effects,,,,,
buffDrugRecogSideEffectDesc,buffs,Buff,New,Side effects may include... wanting more of this drug.,,,,,
buffDrugFortBitesName,buffs,Buff,New,Fort Bites,,,,,
buffDrugFortBitesSideEffectName,buffs,Buff,New,Fort Bites Side Effects,,,,,
buffDrugFortBitesSideEffectDesc,buffs,Buff,New,Side effects may include... wanting more of this drug.,,,,,
buffMagazineAttPerceptionName,buffs,Buff,New,Magazine Bonus: Perception,,,,,
buffMagazineAttPerceptionDesc,buffs,Buff,New,You have read a magazine that increases a perk and the Perception attribute by 1 point.,,,,,
buffMagazineAttStrengthName,buffs,Buff,New,Magazine Bonus: Strength,,,,,
buffMagazineAttStrengthDesc,buffs,Buff,New,You have read a magazine that increases a perk and the Strength attribute by 1 point.,,,,,
buffMagazineAttFortitudeName,buffs,Buff,New,Magazine Bonus: Fortitude,,,,,
buffMagazineAttFortitudeDesc,buffs,Buff,New,You have read a magazine that increases a perk and the Fortitude attribute by 1 point.,,,,,
buffMagazineAttAgilityName,buffs,Buff,New,Magazine Bonus: Agility,,,,,
buffMagazineAttAgilityDesc,buffs,Buff,New,You have read a magazine that increases a perk and the Agility attribute by 1 point.,,,,,
buffMagazineAttIntellectName,buffs,Buff,New,Magazine Bonus: Intellect,,,,,
buffMagazineAttIntellectDesc,buffs,Buff,New,You have read a magazine that increases a perk and the Intellect attribute by 1 point.,,,,,
buffMagazinePerkGunslingerTooltip,buffs,Buff,New,Gunslinger increased,,,,,
buffMagazinePerkShotgunMessiahTooltip,buffs,Buff,New,Shotgun Messiah increased,,,,,
buffMagazinePerkAutomaticWeaponsTooltip,buffs,Buff,New,Automatic Weapons increased,,,,,
buffMagazinePerkDeadEyeTooltip,buffs,Buff,New,Dead Eye increased,,,,,
buffMagazinePerkArcheryTooltip,buffs,Buff,New,Archery increased,,,,,
buffMagazinePerkExplosiveWeaponsTooltip,buffs,Buff,New,Explosive Weapons increased,,,,,
buffMagazinePerkHeadshotTooltip,buffs,Buff,New,Boom! Headshot! Increased,,,,,
buffMagazinePerkRunAndGunTooltip,buffs,Buff,New,Run And Gun increased,,,,,
buffMagazinePerkLuckyLooterTooltip,buffs,Buff,New,Lucky Looter increased,,,,,
buffMagazinePerkSalvageOperationsTooltip,buffs,Buff,New,Salvage Operations increased,,,,,
buffMagazinePerkSexualTrexTooltip,buffs,Buff,New,Sexual Trex increased,,,,,
buffMagazinePerkFlurryOfBlowsTooltip,buffs,Buff,New,Flurry Of Blows increased,,,,,
buffMagazinePerkDeepCutsTooltip,buffs,Buff,New,Deep Cuts increased,,,,,
buffMagazinePerkStayDownTooltip,buffs,Buff,New,Stay Down increased,,,,,
buffMagazinePerkHeavyMetalTooltip,buffs,Buff,New,Heavy Metal increased,,,,,
buffMagazinePerkSkullCrusherTooltip,buffs,Buff,New,Skull Crusher increased,,,,,
buffMagazinePerkMiner69rTooltip,buffs,Buff,New,Miner 69r increased,,,,,
buffMagazinePerkPackMuleTooltip,buffs,Buff,New,Pack Mule increased,,,,,
buffMagazinePerkMotherLodeTooltip,buffs,Buff,New,Mother Lode increased,,,,,
buffMagazinePerkHeavyArmorTooltip,buffs,Buff,New,Heavy Armor increased,,,,,
buffMagazinePerkTheHuntsmanTooltip,buffs,Buff,New,The Huntsman increased,,,,,
buffMagazinePerkIntrinsicImmunityTooltip,buffs,Buff,New,Intrinsic Immunity increased,,,,,
buffMagazinePerkWellInsulatedTooltip,buffs,Buff,New,Well Insulated increased,,,,,
buffMagazinePerkLivingOffTheLandTooltip,buffs,Buff,New,Living Off The Land increased,,,,,
buffMagazinePerkPainToleranceTooltip,buffs,Buff,New,Pain Tolerance increased,,,,,
buffMagazinePerkHealingFactorTooltip,buffs,Buff,New,Healing Factor increased,,,,,
buffMagazinePerkSlowMetabolismTooltip,buffs,Buff,New,Slow Metabolism increased,,,,,
buffMagazinePerkSelfMedicatedTooltip,buffs,Buff,New,Self Medicated increased,,,,,
buffMagazinePerkRuleOneCardioTooltip,buffs,Buff,New,Rule 1: Cardio increased,,,,,
buffMagazinePerkLightArmorTooltip,buffs,Buff,New,Light Armor increased,,,,,
buffMagazinePerkChargingBullTooltip,buffs,Buff,New,Charging Bull increased,,,,,
buffMagazinePerkParkourTooltip,buffs,Buff,New,Parkour increased,,,,,
buffMagazinePerkOlympicSwimmerTooltip,buffs,Buff,New,Olympic Swimmer increased,,,,,
buffMagazinePerkNinjaMovementTooltip,buffs,Buff,New,Ninja Movement increased,,,,,
buffMagazinePerkHiddenStrikeTooltip,buffs,Buff,New,Hidden Strike increased,,,,,
buffMagazinePerkFromTheShadowsTooltip,buffs,Buff,New,From The Shadows increased,,,,,
buffMagazinePerkBetterBarterTooltip,buffs,Buff,New,Better Barter increased,,,,,
buffMagazinePerkDaringAdventurerTooltip,buffs,Buff,New,Daring Adventurer increased,,,,,
buffMagazinePerkCharismaticNatureTooltip,buffs,Buff,New,Charismatic Nature increased,,,,,
buffMagazinePerkHammerForgeTooltip,buffs,Buff,New,Hammer & Forge increased,,,,,
buffMagazinePerkGreaseMonkeyTooltip,buffs,Buff,New,Grease Monkey increased,,,,,
buffMagazinePerkAdvancedEngineeringTooltip,buffs,Buff,New,Advanced Engineering increased,,,,,
buffMagazinePerkYeahScienceTooltip,buffs,Buff,New,"Yeah, Science! Increased",,,,,
buffMagazinePerkPhysicianTooltip,buffs,Buff,New,Physician increased,,,,,
buffMagazinePerkMasterChefTooltip,buffs,Buff,New,Master Chef increased,,,,,
buffDrunk1Desc,buffs,Buff,EnChanged,A nice buzz.,"Une sensation agrÃ©able. Les effets ont une durÃ©e limitÃ©e, mais vous vous en moquez.","Ein kleiner Rausch. Dies hÃ¤lt vielleicht eine gewisse Zeit an, aber das ist dir egal.",,"Una deliciosa Buzz. Puede que solo sea durante un rato, pero te da igual.",
buffDrunk1Name,buffs,Buff,EnChanged,Buzzed,Boost Ã  la biÃ¨re,Bierrausch,,Cerveza Buzz,
buffDrunk1Tooltip,buffs,Buff,EnChanged,A nice buzz. You are feeling rowdy.,Une sensation agrÃ©able.,Ein kleiner Rausch.,,Una deliciosa Buzz.,
buffDrunk2Desc,buffs,Buff,KgNone,You are drunk. There may be a duration but you can't figure it out.,"Vous Ãªtes ivre. Les effets ont une durÃ©e limitÃ©e, mais vous ne la connaissez pas.","Du bist betrunken. Dies hÃ¤lt vielleicht eine gewisse Zeit an, aber du kannst nicht rauskriegen, wie lange.",,"EstÃ¡s borracho. Puede que solo sea durante un rato, pero no sabes cuÃ¡nto durarÃ¡.",
buffDrunk2Name,buffs,Buff,KgNone,Drunk,Ivresse,Betrunken,,Borracho,
buffDrunk2Tooltip,buffs,Buff,KgNone,You are drunk.,Vous Ãªtes ivre.,Du bist betrunken.,,EstÃ¡s borracho.,
buffDrunkGrandpasMoonshineName,buffs,Buff,New,Grandpas Moonshine,,,,,
buffDrunkGrandpasMoonshineDesc,buffs,Buff,New,You are drunk as shit. \n+40% melee damage.\n+70% stamina recovery\n100% Stun Resistance\n+50% damage resistance\n+20 health.,,,,,
buffDrunkGrandpasAwesomeSauceName,buffs,Buff,New,Grandpas Awesome Sauce,,,,,
buffDrunkGrandpasAwesomeSauceDesc,buffs,Buff,New,It tastes like brass or ass but your hagglin' ability has never been better.\n+60% better deals on stuff.,,,,,
buffDrunkGrandpasLearningElixirName,buffs,Buff,New,Grandpas Learnin' Elixer,,,,,
buffDrunkGrandpasLearningElixirDesc,buffs,Buff,New,It burns going down but now you have a clear head for learn'n stuff.\n+20% XP,,,,,
buffElementColdDesc,buffs,Buff,New,"You are cold. Find clothing, take shelter or build a campfire. When you're cold you will burn more calories.",,,,,
buffElementColdName,buffs,Buff,New,Cold,,,,,
buffElementColdTooltip,buffs,Buff,New,"You are cold. Find clothing, take shelter or build a campfire.",,,,,
buffElementFreezingDesc,buffs,Buff,New,"You are freezing. Find clothing, take shelter or build a campfire. When you're freezing you will burn more calories.","Vous gelez. Trouvez des vÃªtements, abritez-vous ou construisez un feu de camp. Lorsque vous gelez, vous brÃ»lez plus de calories.","Du frierst. Finde Kleidung, einen Unterschlupf oder mache ein Lagerfeuer. Wenn du frierst, verbrennst du mehr Kalorien.",,"Te estÃ¡s congelando. Busca ropa, encuentra un refugio o enciende una fogata. Quemas mÃ¡s calorÃ­as cuando te estÃ¡s congelando.",
